"","driverId","constructorId","grid","position","laps","milliseconds","rank","fastestLapSpeed"
"1",1,1,1,"1",58,"5690616","2","218.300"
"2",2,2,5,"2",58,"5696094","3","217.586"
"3",3,3,7,"3",58,"5698779","5","216.719"
"4",4,4,11,"4",58,"5707797","7","215.464"
"5",5,1,3,"5",58,"5708630","1","218.385"
"6",6,3,13,"6",57,"\N","14","212.974"
"7",7,5,17,"7",55,"\N","12","213.224"
"8",8,6,15,"8",53,"\N","4","217.180"
"9",9,2,2,"\N",47,"\N","9","215.100"
"10",10,7,18,"\N",43,"\N","13","213.166"
"11",11,8,19,"\N",32,"\N","15","210.038"
"12",12,4,20,"\N",30,"\N","16","208.907"
"13",13,6,4,"\N",29,"\N","6","216.510"
"14",14,9,8,"\N",25,"\N","11","213.300"
"15",15,7,6,"\N",19,"\N","10","213.758"
"16",16,10,22,"\N",8,"\N","17","207.461"
"17",17,9,14,"\N",0,"\N","\N","\N"
"18",18,11,12,"\N",0,"\N","\N","\N"
"19",19,8,21,"\N",0,"\N","\N","\N"
"20",20,5,9,"\N",0,"\N","\N","\N"
"21",21,10,16,"\N",0,"\N","\N","\N"
"22",22,11,10,"\N",58,"\N","8","215.141"
"23",8,6,2,"1",56,"5478555","2","209.158"
"24",9,2,4,"2",56,"5498125","6","208.033"
"25",5,1,8,"3",56,"5517005","7","208.031"
"26",15,7,3,"4",56,"5524387","8","207.715"
"27",1,1,9,"5",56,"5525103","3","209.033"
"28",2,2,5,"6",56,"5528388","1","209.244"
"29",17,9,6,"7",56,"5546685","12","206.366"
"30",4,4,7,"8",56,"5548596","10","207.240"
"31",14,9,12,"9",56,"5554775","9","207.417"
"32",18,11,11,"10",56,"5564769","4","208.481"
"33",12,4,13,"11",56,"5570757","15","205.812"
"34",21,10,17,"12",55,"\N","16","205.800"
"35",22,11,14,"13",55,"\N","11","206.372"
"36",3,3,16,"14",55,"\N","13","206.182"
"37",19,8,21,"15",55,"\N","18","203.265"
"38",11,8,19,"16",54,"\N","19","202.578"
"39",6,3,22,"17",54,"\N","17","204.222"
"40",20,5,15,"\N",39,"\N","14","205.995"
"41",13,6,1,"\N",30,"\N","5","208.048"
"42",16,10,20,"\N",5,"\N","20","198.891"
"43",10,7,10,"\N",1,"\N","\N","\N"
"44",7,5,18,"\N",0,"\N","\N","\N"
"45",13,6,2,"1",57,"5466970","3","208.153"
"46",8,6,4,"2",57,"5470309","4","207.911"
"47",9,2,1,"3",57,"5471968","5","207.765"
"48",2,2,6,"4",57,"5475379","2","208.231"
"49",5,1,5,"5",57,"5493759","1","209.062"
"50",15,7,7,"6",57,"5508284","7","206.819"
"51",17,9,11,"7",57,"5512443","8","206.597"
"52",3,3,8,"8",57,"5522859","6","207.109"
"53",10,7,13,"9",57,"5536470","9","205.503"
"54",4,4,10,"10",57,"5544151","13","204.668"
"55",22,11,12,"11",57,"5544832","10","205.399"
"56",21,10,18,"12",56,"\N","11","204.963"
"57",1,1,3,"13",56,"\N","19","203.969"
"58",6,3,16,"14",56,"\N","17","204.155"
"59",7,5,15,"15",56,"\N","15","204.369"
"60",19,8,21,"16",56,"\N","14","204.389"
"61",11,8,22,"17",56,"\N","20","203.180"
"62",14,9,17,"18",56,"\N","16","204.331"
"63",16,10,20,"19",56,"\N","18","204.136"
"64",12,4,14,"\N",40,"\N","12","204.808"
"65",18,11,9,"\N",19,"\N","21","202.686"
"66",20,5,19,"\N",0,"\N","\N","\N"
"67",8,6,1,"1",66,"5899051","1","205.191"
"68",13,6,3,"2",66,"5902279","2","204.863"
"69",1,1,5,"3",66,"5903238","3","204.323"
"70",9,2,4,"4",66,"5904745","4","204.102"
"71",17,9,7,"5",66,"5934989","8","202.969"
"72",18,11,13,"6",66,"5952061","5","203.489"
"73",6,3,12,"7",66,"5957295","15","200.576"
"74",15,7,8,"8",66,"5958486","10","202.494"
"75",2,2,9,"9",66,"5962124","7","203.080"
"76",21,10,19,"10",65,"\N","14","200.841"
"77",10,7,14,"11",65,"\N","12","201.886"
"78",14,9,17,"12",65,"\N","11","202.288"
"79",11,8,22,"13",65,"\N","17","198.045"
"80",3,3,15,"\N",41,"\N","13","201.130"
"81",4,4,2,"\N",34,"\N","9","202.677"
"82",22,11,11,"\N",34,"\N","16","199.837"
"83",5,1,6,"\N",21,"\N","6","203.243"
"84",19,8,21,"\N",8,"\N","20","192.922"
"85",7,5,16,"\N",7,"\N","19","194.862"
"86",12,4,10,"\N",6,"\N","18","196.128"
"87",16,10,20,"\N",0,"\N","\N","\N"
"88",20,5,18,"\N",0,"\N","\N","\N"
"89",13,6,1,"1",58,"5209451","3","221.734"
"90",1,1,3,"2",58,"5213230","2","222.085"
"91",8,6,4,"3",58,"5213722","1","222.144"
"92",9,2,5,"4",58,"5231396","4","221.442"
"93",2,2,9,"5",58,"5248192","5","220.328"
"94",4,4,7,"6",58,"5263175","6","220.174"
"95",17,9,6,"7",58,"5273680","7","219.294"
"96",3,3,11,"8",58,"5280857","9","218.882"
"97",14,9,10,"9",58,"5284721","12","218.457"
"98",15,7,8,"10",58,"5285795","11","218.556"
"99",18,11,13,"11",57,"\N","13","218.377"
"100",5,1,2,"12",57,"\N","8","219.269"
"101",10,7,15,"13",57,"\N","16","217.623"
"102",22,11,12,"14",57,"\N","14","218.330"
"103",12,4,17,"15",57,"\N","10","218.703"
"104",16,10,19,"16",57,"\N","18","216.454"
"105",20,5,14,"17",57,"\N","15","217.926"
"106",7,5,18,"\N",24,"\N","17","216.539"
"107",6,3,16,"\N",1,"\N","\N","\N"
"108",21,10,20,"\N",0,"\N","\N","\N"
"109",1,1,3,"1",76,"7242742","6","153.152"
"110",9,2,5,"2",76,"7245806","5","154.286"
"111",13,6,1,"3",76,"7247553","4","154.379"
"112",17,9,9,"4",76,"7262037","8","152.133"
"113",20,5,19,"5",76,"7267399","7","152.614"
"114",22,11,14,"6",76,"7271150","9","151.104"
"115",6,3,13,"7",76,"7272922","13","150.469"
"116",5,1,4,"8",76,"7275933","2","155.586"
"117",8,6,2,"9",76,"7276534","1","156.789"
"118",4,4,7,"10",75,"\N","3","154.413"
"119",18,11,11,"11",75,"\N","10","151.089"
"120",10,7,10,"12",75,"\N","11","151.021"
"121",15,7,8,"13",75,"\N","12","150.620"
"122",2,2,12,"14",72,"\N","14","149.829"
"123",16,10,18,"\N",67,"\N","16","146.564"
"124",3,3,6,"\N",59,"\N","15","147.951"
"125",12,4,17,"\N",47,"\N","17","131.860"
"126",21,10,20,"\N",36,"\N","18","129.500"
"127",14,9,15,"\N",7,"\N","20","117.753"
"128",7,5,16,"\N",7,"\N","19","118.872"
"129",9,2,2,"1",70,"5784227","4","202.473"
"130",2,2,8,"2",70,"5800722","2","202.758"
"131",14,9,13,"3",70,"5807579","7","201.057"
"132",10,7,11,"4",70,"5826854","17","198.510"
"133",13,6,6,"5",70,"5828161","6","201.261"
"134",15,7,14,"6",70,"5832002","15","199.056"
"135",22,11,9,"7",70,"5837824","10","200.503"
"136",20,5,19,"8",70,"5838347","12","199.913"
"137",5,1,7,"9",70,"5838660","11","200.091"
"138",3,3,5,"10",70,"5838976","5","201.336"
"139",18,11,20,"11",70,"5851767","19","197.847"
"140",17,9,10,"12",70,"5855526","8","200.759"
"141",7,5,18,"13",69,"\N","13","199.689"
"142",21,10,17,"\N",51,"\N","16","198.563"
"143",6,3,12,"\N",46,"\N","14","199.273"
"144",4,4,4,"\N",44,"\N","9","200.697"
"145",12,4,15,"\N",43,"\N","18","198.129"
"146",8,6,3,"\N",19,"\N","1","202.871"
"147",1,1,1,"\N",19,"\N","3","202.559"
"148",16,10,16,"\N",13,"\N","20","194.624"
"149",13,6,2,"1",70,"5510245","2","206.956"
"150",8,6,1,"2",70,"5528229","1","207.224"
"151",15,7,4,"3",70,"5538495","7","204.721"
"152",5,1,10,"4",70,"5539174","3","205.870"
"153",9,2,5,"5",70,"5540757","4","205.768"
"154",17,9,6,"6",70,"5550549","6","204.879"
"155",12,4,9,"7",70,"5551278","10","204.218"
"156",4,4,3,"8",70,"5553617","8","204.525"
"157",14,9,7,"9",70,"5561266","12","204.060"
"158",1,1,13,"10",70,"5564783","5","205.022"
"159",10,7,8,"11",70,"5567945","13","204.013"
"160",20,5,12,"12",70,"5568310","11","204.212"
"161",2,2,11,"13",70,"5572324","9","204.328"
"162",22,11,20,"14",69,"\N","14","203.665"
"163",6,3,15,"15",69,"\N","15","203.443"
"164",3,3,19,"16",69,"\N","17","202.776"
"165",7,5,14,"17",69,"\N","16","203.022"
"166",21,10,17,"18",69,"\N","19","202.141"
"167",16,10,18,"19",69,"\N","18","202.385"
"168",18,11,16,"\N",16,"\N","20","196.345"
"169",1,1,4,"1",60,"5949440","3","199.398"
"170",2,2,5,"2",60,"6018017","2","199.609"
"171",22,11,16,"3",60,"6031713","11","198.183"
"172",8,6,3,"4",59,"\N","1","200.842"
"173",5,1,1,"5",59,"\N","5","198.728"
"174",4,4,6,"6",59,"\N","6","198.722"
"175",15,7,14,"7",59,"\N","13","197.292"
"176",6,3,15,"8",59,"\N","14","196.310"
"177",3,3,20,"9",59,"\N","16","195.234"
"178",17,9,2,"10",59,"\N","4","199.109"
"179",7,5,13,"11",59,"\N","9","198.224"
"180",10,7,12,"12",59,"\N","15","195.619"
"181",13,6,9,"13",58,"\N","8","198.458"
"182",9,2,10,"\N",39,"\N","12","197.859"
"183",18,11,17,"\N",38,"\N","10","198.205"
"184",12,4,7,"\N",35,"\N","7","198.573"
"185",21,10,19,"\N",16,"\N","17","194.960"
"186",16,10,18,"\N",10,"\N","18","188.545"
"187",20,5,8,"\N",0,"\N","\N","\N"
"188",14,9,11,"\N",0,"\N","\N","\N"
"189",1,1,1,"1",67,"5480874","2","216.552"
"190",12,4,17,"2",67,"5486460","9","214.099"
"191",13,6,2,"3",67,"5490213","5","215.241"
"192",2,2,12,"4",67,"5490699","1","216.700"
"193",5,1,3,"5",67,"5493285","4","215.261"
"194",8,6,6,"6",67,"5495277","3","215.692"
"195",9,2,7,"7",67,"5503556","6","214.937"
"196",20,5,9,"8",67,"5514173","8","214.484"
"197",15,7,4,"9",67,"5518032","12","213.785"
"198",3,3,13,"10",67,"5518499","15","212.799"
"199",4,4,5,"11",67,"5519474","13","213.530"
"200",7,5,15,"12",67,"5519985","10","213.935"
"201",14,9,10,"13",67,"5535845","11","213.866"
"202",6,3,16,"14",67,"5540877","17","211.947"
"203",16,10,19,"15",67,"5550362","18","211.408"
"204",21,10,20,"16",67,"5564967","20","210.546"
"205",18,11,14,"17",66,"\N","16","212.097"
"206",22,11,18,"\N",50,"\N","19","211.145"
"207",17,9,8,"\N",40,"\N","14","213.278"
"208",10,7,11,"\N",35,"\N","7","214.652"
"209",5,1,2,"1",70,"5847067","7","192.917"
"210",10,7,5,"2",70,"5858128","6","193.111"
"211",8,6,6,"3",70,"5863923","1","194.243"
"212",4,4,7,"4",70,"5868681","8","192.823"
"213",1,1,1,"5",70,"5870115","3","193.533"
"214",12,4,10,"6",70,"5879365","4","193.428"
"215",15,7,9,"7",70,"5883516","5","193.189"
"216",9,2,4,"8",70,"5895388","9","192.475"
"217",17,9,8,"9",70,"5905901","10","192.043"
"218",2,2,15,"10",70,"5914776","11","191.908"
"219",14,9,13,"11",70,"5917474","16","190.634"
"220",18,11,12,"12",69,"\N","13","191.409"
"221",6,3,16,"13",69,"\N","18","189.319"
"222",3,3,14,"14",69,"\N","12","191.409"
"223",21,10,18,"15",69,"\N","15","190.844"
"224",22,11,17,"16",68,"\N","14","191.319"
"225",13,6,3,"17",67,"\N","2","193.861"
"226",7,5,19,"18",67,"\N","17","189.516"
"227",16,10,20,"\N",62,"\N","19","188.542"
"228",20,5,11,"\N",22,"\N","20","187.262"
"229",13,6,1,"1",57,"5732339","1","197.637"
"230",1,1,2,"2",57,"5737950","2","197.285"
"231",9,2,3,"3",57,"5769692","4","196.399"
"232",5,1,5,"4",57,"5772042","3","196.831"
"233",15,7,7,"5",57,"5783023","12","195.755"
"234",20,5,6,"6",57,"5784964","6","196.093"
"235",10,7,13,"7",57,"5800329","8","195.995"
"236",3,3,9,"8",57,"5803796","10","195.912"
"237",2,2,8,"9",57,"5814516","7","196.013"
"238",7,5,10,"10",57,"5822133","11","195.790"
"239",12,4,15,"11",57,"5825056","9","195.977"
"240",17,9,14,"12",56,"\N","14","194.570"
"241",18,11,16,"13",56,"\N","18","193.606"
"242",21,10,18,"14",56,"\N","15","194.397"
"243",6,3,11,"15",56,"\N","13","195.469"
"244",22,11,19,"16",56,"\N","16","193.933"
"245",14,9,17,"17",56,"\N","19","193.194"
"246",8,6,4,"\N",45,"\N","5","196.214"
"247",16,10,20,"\N",41,"\N","17","193.802"
"248",4,4,12,"\N",0,"\N","\N","\N"
"249",13,6,2,"1",44,"4979394","3","232.987"
"250",2,2,5,"2",44,"4988777","7","231.182"
"251",1,1,1,"3",44,"4989933","2","233.175"
"252",4,4,6,"4",44,"4993872","9","230.820"
"253",20,5,10,"5",44,"4993970","8","231.142"
"254",9,2,8,"6",44,"4994431","5","231.399"
"255",7,5,9,"7",44,"4996129","6","231.320"
"256",17,9,7,"8",44,"5022170","10","230.236"
"257",10,7,13,"9",44,"5046439","12","228.691"
"258",5,1,3,"10",43,"\N","4","232.985"
"259",14,9,14,"11",43,"\N","11","228.853"
"260",3,3,15,"12",43,"\N","15","227.862"
"261",16,10,18,"13",43,"\N","13","228.211"
"262",6,3,19,"14",43,"\N","17","227.218"
"263",18,11,17,"15",43,"\N","16","227.832"
"264",15,7,11,"16",43,"\N","14","228.095"
"265",21,10,20,"17",43,"\N","19","225.731"
"266",8,6,4,"18",42,"\N","1","233.618"
"267",22,11,16,"\N",19,"\N","20","224.983"
"268",12,4,12,"\N",13,"\N","18","226.915"
"269",20,5,1,"1",53,"5207494","14","230.414"
"270",5,1,2,"2",53,"5220006","13","230.950"
"271",9,2,11,"3",53,"5227965","12","230.955"
"272",4,4,8,"4",53,"5231397","9","231.820"
"273",2,2,10,"5",53,"5235242","6","232.217"
"274",13,6,6,"6",53,"5236310","4","232.505"
"275",1,1,15,"7",53,"5237406","5","232.440"
"276",17,9,3,"8",53,"5239542","3","232.544"
"277",8,6,14,"9",53,"5246962","1","236.859"
"278",12,4,17,"10",53,"5261939","16","229.380"
"279",10,7,9,"11",53,"5266382","8","231.853"
"280",6,3,18,"12",53,"5269509","11","231.167"
"281",15,7,7,"13",53,"5273448","15","229.544"
"282",3,3,5,"14",53,"5276129","10","231.671"
"283",18,11,19,"15",53,"5280864","7","232.166"
"284",14,9,13,"16",52,"\N","17","225.557"
"285",22,11,16,"17",52,"\N","19","222.053"
"286",7,5,4,"18",52,"\N","2","233.646"
"287",16,10,20,"19",51,"\N","18","223.146"
"288",21,10,12,"\N",11,"\N","20","214.326"
"289",4,4,15,"1",61,"7036304","3","172.464"
"290",3,3,8,"2",61,"7039261","5","171.352"
"291",1,1,2,"3",61,"7042221","4","171.969"
"292",10,7,7,"4",61,"7044459","8","170.408"
"293",20,5,6,"5",61,"7046572","9","170.047"
"294",2,2,9,"6",61,"7047405","11","169.992"
"295",14,9,14,"7",61,"7052691","13","169.587"
"296",6,3,10,"8",61,"7054793","10","170.022"
"297",18,11,12,"9",61,"7056189","15","168.700"
"298",5,1,5,"10",61,"7063206","12","169.943"
"299",9,2,4,"11",61,"7064279","6","170.639"
"300",7,5,17,"12",61,"7065736","14","169.181"
"301",13,6,1,"13",61,"7071474","2","172.482"
"302",21,10,20,"14",61,"7079875","16","167.195"
"303",8,6,3,"15",57,"\N","1","172.740"
"304",15,7,11,"\N",50,"\N","7","170.523"
"305",16,10,19,"\N",49,"\N","18","166.936"
"306",17,9,13,"\N",29,"\N","17","167.069"
"307",22,11,18,"\N",14,"\N","19","165.348"
"308",12,4,16,"\N",13,"\N","20","165.154"
"309",4,4,4,"1",67,"5421892","3","207.668"
"310",9,2,6,"2",67,"5427175","7","207.168"
"311",8,6,2,"3",67,"5428292","2","207.947"
"312",12,4,12,"4",67,"5442462","4","207.411"
"313",15,7,7,"5",67,"5445659","9","206.564"
"314",20,5,9,"6",67,"5461099","12","206.322"
"315",13,6,5,"7",67,"5468050","1","209.456"
"316",17,9,13,"8",67,"5472703","13","205.798"
"317",2,2,16,"9",67,"5476012","8","206.727"
"318",7,5,10,"10",67,"5480977","6","207.246"
"319",3,3,15,"11",67,"5483988","10","206.545"
"320",1,1,1,"12",67,"5500792","11","206.470"
"321",22,11,17,"13",66,"\N","16","203.869"
"322",18,11,18,"14",66,"\N","17","203.178"
"323",6,3,14,"15",66,"\N","15","204.404"
"324",21,10,20,"\N",21,"\N","19","201.365"
"325",5,1,3,"\N",16,"\N","5","207.257"
"326",16,10,19,"\N",8,"\N","18","202.327"
"327",10,7,8,"\N",6,"\N","14","204.685"
"328",14,9,11,"\N",0,"\N","\N","\N"
"329",1,1,1,"1",56,"5517403","1","203.722"
"330",13,6,3,"2",56,"5532328","4","203.161"
"331",8,6,2,"3",56,"5533848","2","203.389"
"332",4,4,4,"4",56,"5535773","5","203.018"
"333",2,2,9,"5",56,"5546326","3","203.357"
"334",9,2,11,"6",56,"5550622","7","202.610"
"335",10,7,12,"7",56,"5559125","6","202.876"
"336",12,4,10,"8",56,"5574048","8","202.313"
"337",20,5,6,"9",56,"5581742","9","201.863"
"338",14,9,15,"10",56,"5592245","14","200.746"
"339",22,11,13,"11",56,"5602464","16","200.558"
"340",6,3,17,"12",56,"5608250","17","200.202"
"341",7,5,8,"13",56,"5608860","12","201.366"
"342",17,9,16,"14",56,"5609825","13","200.896"
"343",3,3,14,"15",55,"\N","10","201.793"
"344",18,11,18,"16",55,"\N","15","200.705"
"345",21,10,20,"17",55,"\N","18","199.483"
"346",5,1,5,"\N",49,"\N","11","201.677"
"347",16,10,19,"\N",13,"\N","19","196.860"
"348",15,7,7,"\N",2,"\N","20","122.945"
"349",13,6,1,"1",71,"5651435","1","210.377"
"350",4,4,6,"2",71,"5664733","8","208.980"
"351",8,6,3,"3",71,"5667670","3","209.296"
"352",20,5,7,"4",71,"5689446","7","209.022"
"353",1,1,4,"5",71,"5690342","4","209.177"
"354",10,7,10,"6",71,"5695803","2","209.465"
"355",5,1,5,"7",71,"5706509","6","209.042"
"356",15,7,2,"8",71,"5719868","5","209.155"
"357",17,9,12,"9",71,"5731101","14","206.741"
"358",2,2,8,"10",70,"\N","10","207.796"
"359",9,2,13,"11",70,"\N","9","208.570"
"360",3,3,18,"12",70,"\N","12","207.014"
"361",18,11,17,"13",70,"\N","11","207.498"
"362",7,5,9,"14",70,"\N","13","206.967"
"363",22,11,15,"15",70,"\N","16","205.696"
"364",16,10,20,"16",69,"\N","17","204.721"
"365",6,3,16,"17",69,"\N","18","204.473"
"366",21,10,19,"18",69,"\N","15","206.249"
"367",12,4,11,"\N",0,"\N","\N","\N"
"368",14,9,14,"\N",0,"\N","\N","\N"
"369",8,6,1,"1",58,"5128770","1","223.978"
"370",4,1,2,"2",58,"5136012","2","221.178"
"371",1,1,4,"3",58,"5147365","3","221.083"
"372",2,2,3,"4",58,"5167533","6","220.137"
"373",21,4,6,"5",58,"5195239","7","219.707"
"374",13,6,22,"6",58,"5195575","8","219.323"
"375",3,3,12,"7",57,"\N","5","220.140"
"376",23,7,9,"8",57,"\N","12","217.444"
"377",15,7,8,"9",57,"\N","13","216.857"
"378",5,4,13,"10",57,"\N","10","217.951"
"379",22,11,16,"11",57,"\N","14","216.699"
"380",11,8,10,"12",57,"\N","18","215.746"
"381",17,9,7,"13",57,"\N","9","218.178"
"382",24,5,19,"14",57,"\N","15","216.247"
"383",18,11,14,"15",57,"\N","17","215.991"
"384",19,8,11,"16",56,"\N","19","215.742"
"385",16,12,20,"17",56,"\N","20","215.260"
"386",25,3,15,"\N",48,"\N","16","216.196"
"387",14,9,18,"\N",48,"\N","11","217.668"
"388",9,2,5,"\N",36,"\N","4","220.341"
"389",26,5,17,"\N",28,"\N","21","214.616"
"390",27,12,21,"\N",10,"\N","22","210.022"
"391",4,1,2,"1",56,"5534930","2","206.014"
"392",1,1,4,"2",56,"5552487","1","206.355"
"393",8,6,3,"3",56,"5553269","4","205.237"
"394",2,2,5,"4",56,"5568707","5","204.838"
"395",13,6,1,"5",56,"5571635","3","205.298"
"396",21,4,12,"6",56,"5600568","9","203.872"
"397",15,7,8,"7",56,"5605062","10","203.587"
"398",5,4,11,"8",56,"5606945","7","204.015"
"399",25,3,19,"9",56,"5624854","8","203.903"
"400",17,9,10,"10",56,"5628486","14","202.504"
"401",22,11,22,"11",55,"\N","15","202.451"
"402",18,11,15,"12",55,"\N","16","202.262"
"403",11,8,14,"13",55,"\N","13","202.595"
"404",26,5,17,"14",55,"\N","18","201.364"
"405",23,7,9,"15",55,"\N","19","201.070"
"406",19,8,18,"16",55,"\N","20","200.417"
"407",24,5,16,"17",55,"\N","12","202.695"
"408",9,2,7,"18",55,"\N","17","201.820"
"409",3,3,6,"\N",42,"\N","6","204.237"
"410",14,9,13,"\N",36,"\N","11","203.416"
"411",27,12,20,"\N",7,"\N","21","196.608"
"412",16,12,21,"\N",0,"\N","\N","\N"
"413",13,6,1,"1",57,"5607515","1","207.120"
"414",1,1,2,"2",57,"5609875","2","206.674"
"415",8,6,3,"3",57,"5618354","3","206.483"
"416",2,2,5,"4",57,"5621346","5","206.236"
"417",4,1,4,"5",57,"5621941","4","206.346"
"418",9,2,6,"6",57,"5653044","6","205.477"
"419",15,7,9,"7",57,"5688886","7","204.756"
"420",21,4,7,"8",57,"5689216","8","204.655"
"421",5,4,12,"9",57,"5696926","10","204.065"
"422",3,3,10,"10",57,"5697431","11","203.893"
"423",25,3,11,"11",56,"\N","16","202.966"
"424",23,7,14,"12",56,"\N","15","203.278"
"425",22,11,15,"13",56,"\N","14","203.284"
"426",27,12,22,"14",55,"\N","20","200.477"
"427",16,12,20,"15",53,"\N","19","201.330"
"428",19,8,13,"16",51,"\N","17","202.715"
"429",17,9,8,"\N",41,"\N","12","203.575"
"430",14,9,21,"\N",36,"\N","9","204.260"
"431",11,8,17,"\N",34,"\N","18","202.193"
"432",24,5,18,"\N",26,"\N","13","203.537"
"433",18,11,16,"\N",0,"\N","\N","\N"
"434",26,5,19,"\N",0,"\N","\N","\N"
"435",13,6,1,"1",65,"5496230","1","202.685"
"436",1,1,4,"2",65,"5503020","2","202.205"
"437",4,1,2,"3",65,"5513686","3","201.986"
"438",9,2,5,"4",65,"5527845","5","201.590"
"439",14,9,9,"5",65,"5554561","8","200.636"
"440",3,3,11,"6",65,"5555768","10","200.231"
"441",5,4,8,"7",65,"5558358","4","201.952"
"442",11,8,13,"8",64,"\N","12","199.239"
"443",21,4,10,"9",64,"\N","9","200.550"
"444",22,11,12,"10",64,"\N","14","198.820"
"445",19,8,15,"11",64,"\N","15","198.811"
"446",18,11,14,"12",64,"\N","13","199.059"
"447",16,12,20,"13",63,"\N","16","196.710"
"448",27,12,21,"14",63,"\N","18","196.551"
"449",2,2,7,"\N",46,"\N","7","200.735"
"450",23,7,17,"\N",44,"\N","11","199.492"
"451",24,5,16,"\N",19,"\N","17","196.673"
"452",26,5,22,"\N",9,"\N","20","194.322"
"453",8,6,3,"\N",9,"\N","6","200.754"
"454",15,7,6,"\N",8,"\N","19","194.647"
"455",17,9,19,"\N",7,"\N","21","194.131"
"456",25,3,18,"\N",1,"\N","\N","\N"
"457",4,1,1,"1",78,"6029329","1","159.715"
"458",1,1,2,"2",78,"6033424","2","159.528"
"459",13,6,3,"3",78,"6098443","4","157.830"
"460",21,4,4,"4",77,"\N","5","157.683"
"461",9,2,8,"5",77,"\N","3","158.198"
"462",2,2,7,"6",77,"\N","12","156.072"
"463",25,3,11,"7",77,"\N","7","156.852"
"464",8,6,16,"8",77,"\N","6","156.987"
"465",26,5,18,"9",77,"\N","10","156.426"
"466",22,11,9,"10",77,"\N","13","155.993"
"467",18,11,10,"11",77,"\N","9","156.558"
"468",3,3,5,"12",77,"\N","11","156.174"
"469",5,4,15,"13",76,"\N","14","155.953"
"470",14,9,13,"14",76,"\N","8","156.591"
"471",15,7,14,"15",76,"\N","18","155.158"
"472",23,7,20,"16",76,"\N","17","155.688"
"473",11,8,21,"17",76,"\N","15","155.785"
"474",19,8,17,"18",76,"\N","16","155.704"
"475",27,12,22,"19",70,"\N","20","154.770"
"476",16,12,19,"\N",53,"\N","19","154.792"
"477",17,9,6,"\N",17,"\N","21","152.206"
"478",24,5,12,"\N",2,"\N","\N","\N"
"479",1,1,1,"1",70,"6251292","2","205.239"
"480",2,2,3,"2",70,"6255635","3","204.699"
"481",25,3,19,"3",70,"6256617","11","201.413"
"482",5,4,22,"4",70,"6258021","13","200.331"
"483",8,6,4,"5",70,"6264299","5","204.259"
"484",11,8,11,"6",70,"6267990","12","201.186"
"485",4,1,2,"7",70,"6273228","1","205.580"
"486",23,7,18,"8",70,"6274180","10","201.509"
"487",17,9,6,"9",70,"6274252","9","202.267"
"488",3,3,7,"10",70,"6275276","6","203.478"
"489",19,8,17,"11",70,"6275610","15","199.284"
"490",22,11,13,"12",70,"6281731","14","199.885"
"491",15,7,10,"\N",58,"\N","17","198.497"
"492",24,5,12,"\N",54,"\N","19","197.790"
"493",27,12,21,"\N",47,"\N","18","198.092"
"494",14,9,14,"\N",36,"\N","16","198.776"
"495",9,2,8,"\N",26,"\N","8","202.499"
"496",16,12,20,"\N",21,"\N","20","197.598"
"497",26,5,16,"\N",8,"\N","21","196.019"
"498",18,11,15,"\N",0,"\N","\N","\N"
"499",13,6,5,"\N",51,"\N","4","204.291"
"500",21,4,9,"\N",51,"\N","7","202.808"
"501",1,1,1,"1",73,"5469965","2","206.101"
"502",4,1,2,"2",73,"5471465","3","206.003"
"503",13,6,3,"3",73,"5482765","4","205.658"
"504",8,6,4,"4",73,"5485365","1","206.397"
"505",5,4,6,"5",73,"5511365","7","203.940"
"506",15,7,8,"6",73,"5536665","10","203.891"
"507",17,9,9,"7",73,"5537265","8","203.924"
"508",20,2,7,"8",73,"5537665","6","204.316"
"509",21,4,10,"9",72,"\N","9","203.910"
"510",25,3,17,"10",72,"\N","13","202.604"
"511",19,8,16,"11",72,"\N","12","203.753"
"512",18,11,13,"12",72,"\N","14","202.015"
"513",26,5,20,"13",71,"\N","16","200.969"
"514",16,12,21,"14",71,"\N","15","201.597"
"515",27,12,22,"15",70,"\N","18","198.824"
"516",3,3,14,"16",68,"\N","11","203.753"
"517",24,5,19,"17",68,"\N","17","200.079"
"518",2,2,5,"\N",56,"\N","5","205.562"
"519",11,8,18,"\N",13,"\N","19","196.807"
"520",14,9,11,"\N",0,"\N","\N","\N"
"521",22,11,15,"\N",0,"\N","\N","\N"
"522",23,7,12,"\N",0,"\N","\N","\N"
"523",8,6,3,"1",70,"5454200","2","208.374"
"524",13,6,1,"2",70,"5456614","1","208.670"
"525",1,1,2,"3",70,"5486353","4","207.340"
"526",9,2,4,"4",70,"5495927","10","205.819"
"527",2,2,7,"5",70,"5503001","7","206.563"
"528",21,4,5,"6",70,"5506140","5","207.027"
"529",4,1,10,"7",70,"5510716","3","207.590"
"530",18,11,12,"8",70,"5513085","6","206.846"
"531",3,3,9,"9",70,"5522705","9","206.199"
"532",23,7,11,"10",69,"\N","8","206.319"
"533",22,11,13,"11",69,"\N","12","205.641"
"534",17,9,14,"12",69,"\N","14","205.563"
"535",14,9,16,"13",69,"\N","15","205.038"
"536",25,3,18,"14",69,"\N","13","205.587"
"537",5,4,6,"15",69,"\N","11","205.678"
"538",11,8,22,"16",68,"\N","16","204.118"
"539",16,12,21,"17",68,"\N","18","203.347"
"540",26,5,15,"\N",55,"\N","17","203.757"
"541",27,12,20,"\N",28,"\N","19","201.122"
"542",19,8,19,"\N",1,"\N","\N","\N"
"543",15,7,8,"\N",1,"\N","\N","\N"
