"","driverId","constructorId","grid","position","laps","milliseconds","rank","fastestLapSpeed"
"3053",41,16,18,"\N",51,"\N","\N","\N"
"3054",48,18,20,"\N",47,"\N","\N","\N"
"3055",35,16,9,"\N",46,"\N","\N","\N"
"3056",56,19,8,"\N",29,"\N","\N","\N"
"3057",50,21,13,"\N",29,"\N","\N","\N"
"3058",23,3,5,"\N",29,"\N","\N","\N"
"3059",63,15,19,"\N",27,"\N","\N","\N"
"3060",49,17,10,"\N",2,"\N","\N","\N"
"3061",15,17,6,"\N",0,"\N","\N","\N"
"3062",14,1,3,"1",78,"6568213","\N","\N"
"3063",22,6,6,"2",78,"6584102","\N","\N"
"3064",21,22,8,"3",78,"6586735","\N","\N"
"3065",56,19,10,"4",78,"6634137","\N","\N"
"3066",63,15,13,"5",78,"6648988","\N","\N"
"3067",57,1,5,"6",77,"\N","\N","\N"
"3068",35,16,17,"7",77,"\N","\N","\N"
"3069",2,20,18,"8",77,"\N","\N","\N"
"3070",65,19,11,"9",76,"\N","\N","\N"
"3071",49,17,4,"10",70,"\N","\N","\N"
"3072",50,21,15,"\N",60,"\N","\N","\N"
"3073",30,6,1,"\N",55,"\N","\N","\N"
"3074",41,16,20,"\N",48,"\N","\N","\N"
"3075",23,3,9,"\N",37,"\N","\N","\N"
"3076",15,17,2,"\N",36,"\N","\N","\N"
"3077",64,15,19,"\N",30,"\N","\N","\N"
"3078",55,20,7,"\N",29,"\N","\N","\N"
"3079",60,18,22,"\N",22,"\N","\N","\N"
"3080",48,18,21,"\N",21,"\N","\N","\N"
"3081",25,22,12,"\N",18,"\N","\N","\N"
"3082",18,3,14,"\N",16,"\N","\N","\N"
"3083",37,21,16,"\N",0,"\N","\N","\N"
"3084",30,6,1,"1",69,"6072313","\N","\N"
"3085",22,6,3,"2",69,"6072487","\N","\N"
"3086",21,22,10,"3",69,"6087678","\N","\N"
"3087",57,1,4,"4",69,"6090874","\N","\N"
"3088",50,21,13,"5",69,"6124521","\N","\N"
"3089",15,17,7,"6",69,"6134000","\N","\N"
"3090",14,1,2,"7",69,"6134529","\N","\N"
"3091",41,16,8,"8",69,"6142768","\N","\N"
"3092",25,22,14,"9",69,"6152212","\N","\N"
"3093",64,15,19,"10",69,"6186857","\N","\N"
"3094",18,3,18,"11",68,"\N","\N","\N"
"3095",60,18,22,"12",68,"\N","\N","\N"
"3096",56,19,16,"13",66,"\N","\N","\N"
"3097",23,3,12,"14",64,"\N","\N","\N"
"3098",35,16,6,"15",64,"\N","\N","\N"
"3099",48,18,20,"16",64,"\N","\N","\N"
"3100",37,21,9,"\N",48,"\N","\N","\N"
"3101",63,15,15,"\N",42,"\N","\N","\N"
"3102",55,20,17,"\N",38,"\N","\N","\N"
"3103",2,20,21,"\N",34,"\N","\N","\N"
"3104",49,17,5,"\N",32,"\N","\N","\N"
"3105",65,19,11,"\N",14,"\N","\N","\N"
"3106",14,1,2,"1",72,"5885538","\N","\N"
"3107",57,1,4,"2",72,"5900286","\N","\N"
"3108",22,6,3,"3",72,"5917947","\N","\N"
"3109",35,16,7,"4",72,"5946860","\N","\N"
"3110",23,3,5,"5",72,"5949519","\N","\N"
"3111",15,17,9,"6",72,"5961143","\N","\N"
"3112",49,17,8,"7",71,"\N","\N","\N"
"3113",18,3,10,"8",71,"\N","\N","\N"
"3114",21,22,14,"9",71,"\N","\N","\N"
"3115",63,15,12,"10",71,"\N","\N","\N"
"3116",64,15,15,"11",71,"\N","\N","\N"
"3117",2,20,16,"12",71,"\N","\N","\N"
"3118",56,19,6,"13",70,"\N","\N","\N"
"3119",55,20,18,"14",70,"\N","\N","\N"
"3120",48,18,21,"15",70,"\N","\N","\N"
"3121",30,6,1,"\N",58,"\N","\N","\N"
"3122",37,21,13,"\N",45,"\N","\N","\N"
"3123",25,22,17,"\N",34,"\N","\N","\N"
"3124",60,18,22,"\N",31,"\N","\N","\N"
"3125",50,21,20,"\N",25,"\N","\N","\N"
"3126",65,19,11,"\N",20,"\N","\N","\N"
"3127",41,16,19,"\N",16,"\N","\N","\N"
"3128",57,1,1,"1",71,"5295818","\N","\N"
"3129",14,1,2,"2",71,"5308353","\N","\N"
"3130",22,6,3,"3",71,"5326613","\N","\N"
"3131",35,16,7,"4",70,"\N","\N","\N"
"3132",18,3,18,"5",70,"\N","\N","\N"
"3133",63,15,9,"6",70,"\N","\N","\N"
"3134",65,19,16,"7",70,"\N","\N","\N"
"3135",48,18,20,"8",70,"\N","\N","\N"
"3136",64,15,11,"9",70,"\N","\N","\N"
"3137",25,22,14,"10",70,"\N","\N","\N"
"3138",54,19,21,"11",69,"\N","\N","\N"
"3139",60,18,22,"12",68,"\N","\N","\N"
"3140",41,16,6,"\N",58,"\N","\N","\N"
"3141",23,3,19,"\N",52,"\N","\N","\N"
"3142",2,20,13,"\N",41,"\N","\N","\N"
"3143",55,20,17,"\N",41,"\N","\N","\N"
"3144",37,21,12,"\N",32,"\N","\N","\N"
"3145",50,21,10,"\N",14,"\N","\N","\N"
"3146",49,17,15,"\N",4,"\N","\N","\N"
"3147",30,6,4,"\N",0,"\N","\N","\N"
"3148",15,17,5,"\N",0,"\N","\N","\N"
"3149",21,22,8,"\N",0,"\N","\N","\N"
"3150",22,6,18,"1",45,"5134418","\N","\N"
"3151",57,1,4,"2",45,"5141870","\N","\N"
"3152",14,1,1,"3",45,"5155586","\N","\N"
"3153",18,3,16,"4",45,"5157103","\N","\N"
"3154",63,15,15,"5",45,"5161530","\N","\N"
"3155",37,21,5,"6",45,"5163498","\N","\N"
"3156",23,3,14,"7",45,"5165316","\N","\N"
"3157",35,16,9,"8",45,"5181955","\N","\N"
"3158",15,17,6,"9",45,"5185319","\N","\N"
"3159",56,19,10,"10",45,"5214082","\N","\N"
"3160",60,18,21,"11",45,"5223922","\N","\N"
"3161",2,20,13,"12",40,"\N","\N","\N"
"3162",49,17,17,"\N",39,"\N","\N","\N"
"3163",50,21,11,"\N",39,"\N","\N","\N"
"3164",41,16,12,"\N",37,"\N","\N","\N"
"3165",48,18,22,"\N",33,"\N","\N","\N"
"3166",25,22,7,"\N",31,"\N","\N","\N"
"3167",64,15,19,"\N",29,"\N","\N","\N"
"3168",55,20,20,"\N",29,"\N","\N","\N"
"3169",65,19,8,"\N",12,"\N","\N","\N"
"3170",30,6,2,"\N",0,"\N","\N","\N"
"3171",21,22,3,"\N",0,"\N","\N","\N"
"3172",57,1,3,"1",77,"6333869","\N","\N"
"3173",30,6,1,"2",77,"6341786","\N","\N"
"3174",14,1,2,"3",77,"6342324","\N","\N"
"3175",22,6,5,"4",77,"6378026","\N","\N"
"3176",23,3,4,"5",77,"6384306","\N","\N"
"3177",49,17,6,"6",77,"6401968","\N","\N"
"3178",15,17,12,"7",76,"\N","\N","\N"
"3179",56,19,10,"8",76,"\N","\N","\N"
"3180",18,3,8,"9",76,"\N","\N","\N"
"3181",63,15,9,"10",76,"\N","\N","\N"
"3182",25,22,11,"11",76,"\N","\N","\N"
"3183",35,16,16,"12",75,"\N","\N","\N"
"3184",50,21,20,"13",75,"\N","\N","\N"
"3185",41,16,18,"14",75,"\N","\N","\N"
"3186",48,18,21,"15",74,"\N","\N","\N"
"3187",37,21,15,"16",73,"\N","\N","\N"
"3188",60,18,22,"\N",68,"\N","\N","\N"
"3189",65,19,17,"\N",67,"\N","\N","\N"
"3190",64,15,13,"\N",62,"\N","\N","\N"
"3191",21,22,7,"\N",31,"\N","\N","\N"
"3192",2,20,19,"\N",22,"\N","\N","\N"
"3193",55,20,14,"\N",11,"\N","\N","\N"
"3194",57,1,1,"1",44,"5294494","\N","\N"
"3195",30,6,4,"2",44,"5295598","\N","\N"
"3196",23,3,6,"3",44,"5332590","\N","\N"
"3197",14,1,5,"4",44,"5337775","\N","\N"
"3198",18,3,3,"5",44,"5344408","\N","\N"
"3199",49,17,8,"6",44,"5350478","\N","\N"
"3200",35,16,7,"7",44,"5366874","\N","\N"
"3201",65,19,9,"8",44,"5382302","\N","\N"
"3202",63,15,18,"9",44,"5383164","\N","\N"
"3203",56,19,12,"10",44,"5386049","\N","\N"
"3204",64,15,15,"11",44,"5388617","\N","\N"
"3205",41,16,13,"12",43,"\N","\N","\N"
"3206",25,22,19,"13",43,"\N","\N","\N"
"3207",48,18,21,"14",43,"\N","\N","\N"
"3208",50,21,20,"15",43,"\N","\N","\N"
"3209",37,21,16,"16",42,"\N","\N","\N"
"3210",60,18,22,"17",42,"\N","\N","\N"
"3211",22,6,10,"\N",32,"\N","\N","\N"
"3212",55,20,17,"\N",32,"\N","\N","\N"
"3213",2,20,14,"\N",12,"\N","\N","\N"
"3214",21,22,11,"\N",8,"\N","\N","\N"
"3215",15,17,2,"\N",4,"\N","\N","\N"
"3216",30,6,1,"1",53,"5251638","\N","\N"
"3217",57,1,3,"2",53,"5255448","\N","\N"
"3218",23,3,7,"3",53,"5304070","\N","\N"
"3219",50,21,11,"4",53,"5311576","\N","\N"
"3220",25,22,13,"5",53,"5319064","\N","\N"
"3221",41,16,17,"6",53,"5320931","\N","\N"
"3222",63,15,15,"7",52,"\N","\N","\N"
"3223",64,15,16,"8",52,"\N","\N","\N"
"3224",48,18,21,"9",52,"\N","\N","\N"
"3225",60,18,22,"10",52,"\N","\N","\N"
"3226",21,22,9,"11",52,"\N","\N","\N"
"3227",55,20,19,"12",51,"\N","\N","\N"
"3228",2,20,20,"\N",15,"\N","\N","\N"
"3229",35,16,4,"\N",14,"\N","\N","\N"
"3230",18,3,12,"\N",10,"\N","\N","\N"
"3231",65,19,18,"\N",1,"\N","\N","\N"
"3232",22,6,2,"\N",0,"\N","\N","\N"
"3233",14,1,5,"\N",0,"\N","\N","\N"
"3234",15,17,6,"\N",0,"\N","\N","\N"
"3235",49,17,8,"\N",0,"\N","\N","\N"
"3236",37,21,10,"\N",0,"\N","\N","\N"
"3237",56,19,14,"\N",0,"\N","\N","\N"
"3238",30,6,1,"1",73,"5790883","\N","\N"
"3239",22,6,4,"2",73,"5803001","\N","\N"
"3240",49,17,7,"3",73,"5808251","\N","\N"
"3241",35,16,8,"4",73,"5808819","\N","\N"
"3242",14,1,2,"5",73,"5819696","\N","\N"
"3243",41,16,12,"6",73,"5842577","\N","\N"
"3244",56,19,17,"7",73,"5861998","\N","\N"
"3245",64,15,9,"8",72,"\N","\N","\N"
"3246",2,20,16,"9",72,"\N","\N","\N"
"3247",25,22,11,"10",72,"\N","\N","\N"
"3248",65,19,19,"11",72,"\N","\N","\N"
"3249",48,18,22,"12",72,"\N","\N","\N"
"3250",55,20,20,"\N",64,"\N","\N","\N"
"3251",60,18,21,"\N",59,"\N","\N","\N"
"3252",23,3,10,"\N",58,"\N","\N","\N"
"3253",37,21,18,"\N",45,"\N","\N","\N"
"3254",21,22,15,"\N",44,"\N","\N","\N"
"3255",50,21,13,"\N",34,"\N","\N","\N"
"3256",57,1,3,"\N",25,"\N","\N","\N"
"3257",63,15,14,"\N",18,"\N","\N","\N"
"3258",18,3,6,"\N",14,"\N","\N","\N"
"3259",15,17,5,"\N",12,"\N","\N","\N"
"3260",30,6,1,"1",53,"5393435","\N","\N"
"3261",57,1,2,"2",53,"5395272","\N","\N"
"3262",14,1,3,"3",53,"5463349","\N","\N"
"3263",22,6,4,"4",53,"5472626","\N","\N"
"3264",18,3,5,"5",53,"5479129","\N","\N"
"3265",35,16,9,"6",52,"\N","\N","\N"
"3266",65,19,10,"7",52,"\N","\N","\N"
"3267",56,19,7,"8",52,"\N","\N","\N"
"3268",41,16,18,"9",52,"\N","\N","\N"
"3269",63,15,19,"10",52,"\N","\N","\N"
"3270",64,15,20,"11",52,"\N","\N","\N"
"3271",37,21,13,"12",52,"\N","\N","\N"
"3272",15,17,15,"13",52,"\N","\N","\N"
"3273",21,22,12,"14",52,"\N","\N","\N"
"3274",60,18,22,"15",51,"\N","\N","\N"
"3275",48,18,21,"\N",46,"\N","\N","\N"
"3276",23,3,6,"\N",41,"\N","\N","\N"
"3277",2,20,16,"\N",41,"\N","\N","\N"
"3278",25,22,11,"\N",37,"\N","\N","\N"
"3279",49,17,8,"\N",29,"\N","\N","\N"
"3280",55,20,17,"\N",19,"\N","\N","\N"
"3281",50,21,14,"\N",9,"\N","\N","\N"
"3282",30,6,1,"1",56,"5754235","\N","\N"
"3283",14,1,3,"2",56,"5754967","\N","\N"
"3284",22,6,4,"3",56,"5772679","\N","\N"
"3285",57,1,2,"4",56,"5789504","\N","\N"
"3286",35,16,6,"5",56,"5824927","\N","\N"
"3287",56,19,7,"6",56,"5826803","\N","\N"
"3288",25,22,5,"7",56,"5843549","\N","\N"
"3289",63,15,17,"8",55,"\N","\N","\N"
"3290",21,22,13,"9",55,"\N","\N","\N"
"3291",50,21,15,"10",55,"\N","\N","\N"
"3292",55,20,18,"11",55,"\N","\N","\N"
"3293",15,17,9,"12",55,"\N","\N","\N"
"3294",60,18,22,"13",50,"\N","\N","\N"
"3295",65,19,12,"\N",48,"\N","\N","\N"
"3296",41,16,11,"\N",46,"\N","\N","\N"
"3297",23,3,8,"\N",43,"\N","\N","\N"
"3298",48,18,21,"\N",36,"\N","\N","\N"
"3299",18,3,16,"\N",18,"\N","\N","\N"
"3300",49,17,10,"\N",7,"\N","\N","\N"
"3301",37,21,14,"\N",0,"\N","\N","\N"
"3302",2,20,19,"\N",0,"\N","\N","\N"
"3303",64,15,20,"\N",0,"\N","\N","\N"
"3304",56,6,6,"1",57,"5701659","\N","\N"
"3305",49,17,5,"2",57,"5702686","\N","\N"
"3306",23,3,8,"3",57,"5708671","\N","\N"
"3307",21,22,7,"4",57,"5735077","\N","\N"
"3308",22,24,4,"5",57,"5756357","\N","\N"
"3309",37,21,18,"6",57,"5785976","\N","\N"
"3310",68,21,17,"7",57,"5787947","\N","\N"
"3311",30,6,3,"8",56,"\N","\N","\N"
"3312",41,16,19,"\N",48,"\N","\N","\N"
"3313",69,18,21,"\N",42,"\N","\N","\N"
"3314",25,22,10,"\N",28,"\N","\N","\N"
"3315",64,15,14,"\N",27,"\N","\N","\N"
"3316",48,18,22,"\N",25,"\N","\N","\N"
"3317",15,20,12,"\N",25,"\N","\N","\N"
"3318",44,20,20,"\N",23,"\N","\N","\N"
"3319",57,1,1,"\N",21,"\N","\N","\N"
"3320",70,3,15,"\N",20,"\N","\N","\N"
"3321",14,1,2,"\N",13,"\N","\N","\N"
"3322",35,16,11,"\N",13,"\N","\N","\N"
"3323",71,17,9,"\N",0,"\N","\N","\N"
"3324",55,15,16,"\N",0,"\N","\N","\N"
"3325",65,24,13,"\N",0,"\N","\N","\N"
"3326",57,1,1,"1",72,"5763785","\N","\N"
"3327",30,6,4,"2",72,"5768710","\N","\N"
"3328",49,17,8,"3",71,"\N","\N","\N"
"3329",23,3,11,"4",71,"\N","\N","\N"
"3330",56,6,6,"5",71,"\N","\N","\N"
"3331",44,20,12,"6",71,"\N","\N","\N"
"3332",25,22,9,"7",70,"\N","\N","\N"
"3333",68,21,19,"8",69,"\N","\N","\N"
"3334",48,18,20,"9",69,"\N","\N","\N"
"3335",37,21,17,"\N",52,"\N","\N","\N"
"3336",35,16,21,"\N",49,"\N","\N","\N"
"3337",70,3,16,"\N",43,"\N","\N","\N"
"3338",22,24,3,"\N",42,"\N","\N","\N"
"3339",64,15,15,"\N",42,"\N","\N","\N"
"3340",21,22,5,"\N",38,"\N","\N","\N"
"3341",72,18,18,"\N",31,"\N","\N","\N"
"3342",55,15,14,"\N",27,"\N","\N","\N"
"3343",14,1,2,"\N",22,"\N","\N","\N"
"3344",15,20,13,"\N",21,"\N","\N","\N"
"3345",65,24,10,"\N",15,"\N","\N","\N"
"3346",71,17,7,"\N",10,"\N","\N","\N"
"3347",41,16,0,"\N",0,"\N","\N","\N"
"3348",30,6,3,"1",62,"5624792","\N","\N"
"3349",14,1,2,"2",62,"5629057","\N","\N"
"3350",22,24,6,"3",61,"\N","\N","\N"
"3351",71,17,8,"4",61,"\N","\N","\N"
"3352",21,22,16,"5",61,"\N","\N","\N"
"3353",55,15,13,"6",61,"\N","\N","\N"
"3354",63,16,19,"7",59,"\N","\N","\N"
"3355",69,18,22,"8",59,"\N","\N","\N"
"3356",48,18,21,"9",59,"\N","\N","\N"
"3357",65,24,12,"10",58,"\N","\N","\N"
"3358",70,3,10,"11",58,"\N","\N","\N"
"3359",64,15,15,"\N",49,"\N","\N","\N"
"3360",44,20,11,"\N",48,"\N","\N","\N"
"3361",56,6,4,"\N",46,"\N","\N","\N"
"3362",49,17,7,"\N",46,"\N","\N","\N"
"3363",68,21,20,"\N",29,"\N","\N","\N"
"3364",23,3,9,"\N",28,"\N","\N","\N"
"3365",57,1,1,"\N",17,"\N","\N","\N"
"3366",37,21,18,"\N",5,"\N","\N","\N"
"3367",25,22,17,"\N",5,"\N","\N","\N"
"3368",35,16,14,"\N",0,"\N","\N","\N"
"3369",15,20,5,"\N",0,"\N","\N","\N"
"3370",30,6,2,"1",78,"6571812","\N","\N"
"3371",56,6,4,"2",78,"6602288","\N","\N"
"3372",57,1,1,"3",78,"6609295","\N","\N"
"3373",49,17,6,"4",78,"6625821","\N","\N"
"3374",21,22,9,"5",77,"\N","\N","\N"
"3375",25,22,10,"6",77,"\N","\N","\N"
"3376",15,20,7,"7",77,"\N","\N","\N"
"3377",70,3,11,"8",76,"\N","\N","\N"
"3378",22,24,5,"9",71,"\N","\N","\N"
"3379",23,3,16,"\N",54,"\N","\N","\N"
"3380",55,15,14,"\N",50,"\N","\N","\N"
"3381",64,15,15,"\N",49,"\N","\N","\N"
"3382",44,20,18,"\N",40,"\N","\N","\N"
"3383",14,1,3,"\N",36,"\N","\N","\N"
"3384",63,16,12,"\N",36,"\N","\N","\N"
"3385",68,21,19,"\N",36,"\N","\N","\N"
"3386",35,16,8,"\N",32,"\N","\N","\N"
"3387",65,24,13,"\N",32,"\N","\N","\N"
"3388",37,21,21,"\N",30,"\N","\N","\N"
"3389",48,18,22,"\N",24,"\N","\N","\N"
"3390",69,18,20,"\N",10,"\N","\N","\N"
"3391",71,17,17,"\N",3,"\N","\N","\N"
"3392",57,1,1,"1",65,"5653665","\N","\N"
"3393",14,1,3,"2",65,"5659903","\N","\N"
"3394",30,6,4,"3",65,"5664510","\N","\N"
"3395",56,6,2,"4",65,"5683847","\N","\N"
"3396",23,3,10,"5",65,"5740873","\N","\N"
"3397",15,20,9,"6",64,"\N","\N","\N"
"3398",71,17,11,"7",64,"\N","\N","\N"
"3399",63,16,16,"8",64,"\N","\N","\N"
"3400",21,22,13,"9",64,"\N","\N","\N"
"3401",25,22,18,"10",64,"\N","\N","\N"
"3402",37,21,19,"11",63,"\N","\N","\N"
"3403",68,21,20,"12",62,"\N","\N","\N"
"3404",69,18,22,"\N",50,"\N","\N","\N"
"3405",35,16,6,"\N",40,"\N","\N","\N"
"3406",64,15,12,"\N",40,"\N","\N","\N"
"3407",65,24,14,"\N",40,"\N","\N","\N"
"3408",49,17,8,"\N",35,"\N","\N","\N"
"3409",55,15,5,"\N",27,"\N","\N","\N"
"3410",70,3,17,"\N",24,"\N","\N","\N"
"3411",44,20,15,"\N",24,"\N","\N","\N"
"3412",48,18,21,"\N",0,"\N","\N","\N"
"3413",22,24,7,"\N",64,"\N","\N","\N"
"3414",57,1,2,"1",69,"6095727","\N","\N"
"3415",21,22,7,"2",69,"6096509","\N","\N"
"3416",56,6,3,"3",69,"6097524","\N","\N"
"3417",23,3,13,"4",69,"6098119","\N","\N"
"3418",65,24,10,"5",69,"6098532","\N","\N"
"3419",64,15,18,"6",69,"6099438","\N","\N"
"3420",14,1,4,"7",69,"6100731","\N","\N"
"3421",48,18,22,"8",68,"\N","\N","\N"
"3422",44,20,15,"9",68,"\N","\N","\N"
"3423",69,18,21,"10",67,"\N","\N","\N"
"3424",49,17,6,"11",65,"\N","\N","\N"
"3425",70,3,12,"\N",50,"\N","\N","\N"
"3426",68,21,19,"\N",41,"\N","\N","\N"
"3427",35,16,16,"\N",34,"\N","\N","\N"
"3428",30,6,1,"\N",29,"\N","\N","\N"
"3429",37,21,20,"\N",22,"\N","\N","\N"
"3430",71,17,14,"\N",14,"\N","\N","\N"
"3431",22,24,5,"\N",14,"\N","\N","\N"
"3432",41,16,17,"\N",2,"\N","\N","\N"
"3433",55,15,8,"\N",0,"\N","\N","\N"
"3434",15,20,9,"\N",0,"\N","\N","\N"
"3435",25,22,11,"\N",0,"\N","\N","\N"
"3436",49,17,5,"1",72,"7104343","\N","\N"
"3437",57,1,14,"2",72,"7115435","\N","\N"
"3438",22,24,1,"3",72,"7147775","\N","\N"
"3439",23,3,16,"4",72,"7149818","\N","\N"
"3440",30,6,6,"5",72,"7152224","\N","\N"
"3441",56,6,17,"6",72,"7153244","\N","\N"
"3442",15,20,8,"7",72,"7162114","\N","\N"
"3443",44,20,3,"8",72,"7162874","\N","\N"
"3444",41,16,10,"9",72,"7193107","\N","\N"
"3445",69,18,20,"10",71,"\N","\N","\N"
"3446",37,21,21,"11",71,"\N","\N","\N"
"3447",21,22,7,"\N",42,"\N","\N","\N"
"3448",71,17,18,"\N",31,"\N","\N","\N"
"3449",70,3,15,"\N",26,"\N","\N","\N"
"3450",35,16,12,"\N",25,"\N","\N","\N"
"3451",25,22,13,"\N",25,"\N","\N","\N"
"3452",48,18,19,"\N",25,"\N","\N","\N"
"3453",55,15,2,"\N",24,"\N","\N","\N"
"3454",14,1,4,"\N",9,"\N","\N","\N"
"3455",64,15,11,"\N",6,"\N","\N","\N"
"3456",65,24,9,"\N",4,"\N","\N","\N"
"3457",68,21,22,"\N",71,"\N","\N","\N"
"3458",14,1,3,"1",60,"5550144","\N","\N"
"3459",56,6,4,"2",60,"5551973","\N","\N"
"3460",23,3,8,"3",60,"5577555","\N","\N"
"3461",49,17,5,"4",60,"5577933","\N","\N"
"3462",71,17,6,"5",60,"5588750","\N","\N"
"3463",64,15,12,"6",60,"5603787","\N","\N"
"3464",21,22,17,"7",60,"5604758","\N","\N"
"3465",22,24,7,"8",60,"5618734","\N","\N"
"3466",15,20,14,"9",60,"5622189","\N","\N"
"3467",25,22,18,"10",60,"5622267","\N","\N"
"3468",70,3,13,"11",60,"5627268","\N","\N"
"3469",65,24,11,"12",60,"5627853","\N","\N"
"3470",44,20,15,"13",60,"5630636","\N","\N"
"3471",55,15,10,"14",59,"\N","\N","\N"
"3472",48,18,22,"15",58,"\N","\N","\N"
"3473",68,21,19,"16",58,"\N","\N","\N"
"3474",41,16,16,"\N",41,"\N","\N","\N"
"3475",57,1,1,"\N",35,"\N","\N","\N"
"3476",35,16,9,"\N",29,"\N","\N","\N"
"3477",69,18,21,"\N",6,"\N","\N","\N"
"3478",37,21,20,"\N",0,"\N","\N","\N"
"3479",30,6,2,"\N",0,"\N","\N","\N"
"3480",56,6,3,"1",71,"5292438","\N","\N"
"3481",14,1,2,"2",71,"5292751","\N","\N"
"3482",57,1,1,"3",71,"5314720","\N","\N"
"3483",49,17,4,"4",71,"5345241","\N","\N"
"3484",25,22,10,"5",71,"5358796","\N","\N"
"3485",64,15,16,"6",71,"5363371","\N","\N"
"3486",15,20,13,"7",70,"\N","\N","\N"
"3487",71,17,11,"8",70,"\N","\N","\N"
"3488",63,6,7,"9",70,"\N","\N","\N"
"3489",44,20,18,"10",70,"\N","\N","\N"
"3490",48,18,22,"11",70,"\N","\N","\N"
"3491",21,22,12,"12",68,"\N","\N","\N"
"3492",69,18,19,"13",68,"\N","\N","\N"
"3493",65,24,6,"14",67,"\N","\N","\N"
"3494",41,16,15,"15",63,"\N","\N","\N"
"3495",22,24,5,"\N",55,"\N","\N","\N"
"3496",55,15,17,"\N",49,"\N","\N","\N"
"3497",37,21,21,"\N",38,"\N","\N","\N"
"3498",70,3,14,"\N",35,"\N","\N","\N"
"3499",35,16,9,"\N",34,"\N","\N","\N"
"3500",68,21,20,"\N",25,"\N","\N","\N"
"3501",23,3,8,"\N",8,"\N","\N","\N"
"3502",56,6,5,"1",45,"4918594","\N","\N"
"3503",63,6,4,"2",45,"4919601","\N","\N"
"3504",49,17,2,"3",45,"4923789","\N","\N"
"3505",23,3,11,"4",45,"4931403","\N","\N"
"3506",14,1,3,"5",45,"4935417","\N","\N"
"3507",44,20,7,"6",45,"4948473","\N","\N"
"3508",25,22,13,"7",45,"4951927","\N","\N"
"3509",55,15,21,"8",45,"4989885","\N","\N"
"3510",48,18,15,"9",45,"5026912","\N","\N"
"3511",69,18,19,"10",44,"\N","\N","\N"
"3512",65,24,17,"11",40,"\N","\N","\N"
"3513",37,21,20,"\N",37,"\N","\N","\N"
"3514",57,1,1,"\N",25,"\N","\N","\N"
"3515",70,3,14,"\N",21,"\N","\N","\N"
"3516",41,16,18,"\N",20,"\N","\N","\N"
"3517",68,21,22,"\N",15,"\N","\N","\N"
"3518",71,17,8,"\N",13,"\N","\N","\N"
"3519",15,20,9,"\N",10,"\N","\N","\N"
"3520",21,22,10,"\N",7,"\N","\N","\N"
"3521",22,24,6,"\N",6,"\N","\N","\N"
"3522",35,16,12,"\N",0,"\N","\N","\N"
"3523",64,15,16,"\N",0,"\N","\N","\N"
"3524",57,1,1,"1",77,"6383536","\N","\N"
"3525",14,1,3,"2",77,"6393242","\N","\N"
"3526",56,6,2,"3",77,"6410764","\N","\N"
"3527",49,17,5,"4",77,"6415351","\N","\N"
"3528",22,24,8,"5",77,"6427344","\N","\N"
"3529",71,17,6,"6",77,"6439262","\N","\N"
"3530",25,22,7,"7",77,"6444548","\N","\N"
"3531",15,20,13,"8",76,"\N","\N","\N"
"3532",23,3,16,"9",76,"\N","\N","\N"
"3533",44,20,14,"10",76,"\N","\N","\N"
"3534",65,24,10,"11",76,"\N","\N","\N"
"3535",63,6,18,"12",75,"\N","\N","\N"
"3536",41,16,17,"13",75,"\N","\N","\N"
"3537",69,18,19,"14",75,"\N","\N","\N"
"3538",37,21,20,"15",75,"\N","\N","\N"
"3539",55,15,11,"16",74,"\N","\N","\N"
"3540",48,18,22,"17",74,"\N","\N","\N"
"3541",35,16,9,"\N",60,"\N","\N","\N"
"3542",21,22,4,"\N",52,"\N","\N","\N"
"3543",68,21,21,"\N",26,"\N","\N","\N"
"3544",64,15,12,"\N",19,"\N","\N","\N"
"3545",70,3,15,"\N",10,"\N","\N","\N"
"3546",14,1,2,"1",44,"5143057","\N","\N"
"3547",57,1,1,"2",44,"5153526","\N","\N"
"3548",49,17,3,"3",44,"5176490","\N","\N"
"3549",56,6,6,"4",44,"5188005","\N","\N"
"3550",23,3,5,"5",44,"5191124","\N","\N"
"3551",71,17,4,"6",44,"5197973","\N","\N"
"3552",63,6,9,"7",44,"5199306","\N","\N"
"3553",70,3,8,"8",44,"5210079","\N","\N"
"3554",55,15,16,"9",44,"5216905","\N","\N"
"3555",22,24,7,"10",44,"5223799","\N","\N"
"3556",21,22,13,"11",44,"5235252","\N","\N"
"3557",15,20,12,"12",44,"5239211","\N","\N"
"3558",44,20,17,"13",44,"5244600","\N","\N"
"3559",25,22,15,"14",44,"5260802","\N","\N"
"3560",35,16,11,"15",43,"\N","\N","\N"
"3561",48,18,21,"16",43,"\N","\N","\N"
"3562",37,21,22,"\N",35,"\N","\N","\N"
"3563",69,18,20,"\N",33,"\N","\N","\N"
"3564",41,16,14,"\N",33,"\N","\N","\N"
"3565",65,24,10,"\N",27,"\N","\N","\N"
"3566",64,15,18,"\N",19,"\N","\N","\N"
"3567",68,21,19,"\N",0,"\N","\N","\N"
"3568",49,17,2,"1",53,"4622923","\N","\N"
"3569",23,3,5,"2",53,"4626195","\N","\N"
"3570",63,6,6,"3",53,"4634855","\N","\N"
"3571",22,24,7,"4",53,"4640553","\N","\N"
"3572",14,1,3,"5",53,"4641065","\N","\N"
"3573",56,6,8,"6",53,"4650325","\N","\N"
"3574",70,3,4,"7",53,"4650970","\N","\N"
