"","driverId","constructorId","grid","position","laps","milliseconds","rank","maxSpeed"
"1438",17,3,9,4,44,5470395,2,223.655
"1439",22,6,12,5,44,5479395,4,223.053
"1440",35,15,14,6,44,5488695,7,219.81
"1441",23,7,5,7,44,5488795,1,225.329
"1455",31,1,2,1,71,5360574,2,213.522
"1456",8,1,5,2,71,5363101,1,214.651
"1457",4,4,1,3,71,5385414,3,213.513
"1458",30,6,7,4,71,5396242,4,213.082
"1459",21,4,3,5,71,5400792,5,211.946
"1460",22,6,9,6,71,5429747,6,211.941
"1475",8,1,17,1,53,5342212,1,228.372
"1476",21,4,3,2,53,5343845,3,225.948
"1477",4,4,16,3,53,5359668,2,228.225
"1478",17,3,7,4,53,5364486,7,224.733
"1479",18,16,2,5,53,5371719,4,225.383
"1480",14,9,6,6,53,5373813,8,224.731
"1481",30,6,14,7,53,5376091,5,225.361
"1482",23,7,1,8,53,5391760,6,225.283
"1483",32,9,4,9,53,5394137,12,223.587
"1484",13,15,10,10,53,5399721,10,224.227
"1485",22,6,9,11,53,5402845,9,224.466
"1486",35,15,8,12,53,5425433,11,224.093
"1495",4,4,1,1,56,5993618,2,209.797
"1496",8,1,3,2,56,5997618,1,210.458
"1497",23,7,9,3,56,6018918,5,208.684
"1498",21,4,2,4,56,6019718,3,209.736
"1499",32,9,14,5,56,6025418,4,209.369
"1500",13,15,11,6,56,6030018,6,208.553
"1501",17,3,10,7,56,6030418,7,208.161
"1502",18,16,4,8,56,6034818,12,207.074
"1503",14,9,7,9,56,6037818,10,207.47
"1504",35,15,16,10,56,6053518,11,207.19
"1505",33,17,19,11,56,6078218,17,203.22
"1506",22,6,8,12,56,6086418,13,206.54
"1515",30,6,1,1,58,5055757,1,226.933
"1516",22,6,2,2,58,5069362,2,226.788
"1517",4,4,5,3,58,5090430,3,224.365
"1518",23,3,8,4,58,5116180,5,222.441
"1519",31,3,3,5,58,5124293,4,223.844
"1520",18,16,4,6,58,5126355,7,222.032
"1535",30,6,1,1,56,5467490,2,210.451
"1536",31,3,4,2,56,5472512,1,211.782
"1537",18,16,6,3,56,5479058,3,210.123
"1538",22,6,3,4,56,5481105,6,209.279
"1539",15,4,8,5,56,5504850,4,209.964
"1540",14,1,9,6,56,5520588,9,208.183
"1541",4,4,19,7,56,5535367,10,208.105
"1555",30,6,1,1,57,5314875,1,216.074
"1556",22,6,2,2,57,5316242,4,214.591
"1557",18,16,6,3,57,5341562,5,214.393
"1558",15,4,7,4,57,5347089,8,213.312
"1559",11,16,5,5,57,5367335,7,214.061
"1560",4,4,16,6,57,5368031,2,215.116
"1561",23,3,4,7,57,5373030,3,214.815
"1575",30,6,2,1,62,5179670,1,220.85
"1576",18,16,1,2,62,5189372,2,218.701
"1577",31,3,3,3,62,5201287,6,216.914
"1578",4,4,6,4,62,5203324,3,217.499
"1579",15,4,9,5,62,5215886,4,217.456
"1580",22,6,4,6,62,5216353,7,216.906
"1581",23,3,5,7,62,5235400,5,217.395
"1595",30,6,1,1,66,5252841,1,215.07
"1596",22,6,5,2,66,5266131,5,213.863
"1597",15,4,4,3,66,5285135,6,213.067
"1598",4,4,8,4,66,5285793,3,214.776
"1599",11,16,3,5,66,5295168,4,214.439
"1600",23,3,6,6,66,5326645,8,212.063
"1601",21,15,12,7,66,5329949,13,210.685
"1615",15,4,1,1,77,6346601,2,160.598
"1616",18,16,2,2,77,6347098,3,159.851
"1617",22,6,6,3,77,6422367,6,158.705
"1635",30,6,1,1,60,5555101,1,207.144
"1636",22,6,7,2,60,5573090,3,205.689
"1637",18,16,5,3,60,5577634,4,204.879
"1638",15,4,3,4,60,5608774,6,203.364
"1639",4,4,6,5,60,5616088,5,203.511
"1640",21,15,19,6,60,5628549,7,202.737
"1641",17,19,14,7,60,5631307,10,201.678
"1655",30,6,6,1,70,5304803,2,213.222
"1656",22,6,7,2,70,5309911,1,213.246
"1657",18,16,2,3,70,5325212,5,211.453
"1675",30,6,2,1,73,6029914,2,214.327
"1676",22,6,1,2,73,6032864,1,214.366
"1677",11,16,3,3,73,6051950,3,213.372
"1678",15,4,20,4,73,6064458,6,211.993
"1679",44,7,8,5,73,6067448,4,212.752
"1695",30,6,2,1,70,5418133,1,210.669
"1696",4,4,1,2,70,5426462,2,210.183
"1697",22,6,10,3,70,5449755,6,208.845
"1698",15,4,5,4,70,5450215,9,208.262
"1699",18,16,4,5,70,5450615,5,209.021
"1700",14,1,3,6,70,5453653,10,208.112
"1701",8,1,9,7,70,5454363,3,209.518
"1702",31,3,6,8,70,5461552,8,208.557
"1703",17,19,12,9,70,5470527,4,209.063
"1704",48,3,8,10,70,5476299,7,208.749
"1715",30,6,4,1,60,5082700,1,235.049
"1716",8,1,1,2,60,5084830,4,232.641
"1717",22,6,2,3,60,5085814,2,233.398
"1718",18,16,3,4,60,5093383,3,232.835
"1719",31,3,7,5,60,5094873,6,231.437
"1720",21,15,20,6,60,5095588,5,231.887
"1721",14,1,6,7,60,5102368,10,229.773
"1722",17,19,9,8,60,5106401,12,229.145
"1723",13,15,10,9,60,5106723,9,229.953
"1724",4,4,16,10,60,5107535,8,230.073
"1725",11,16,8,11,60,5116436,14,229.082
"1726",48,3,11,12,60,5117003,7,230.096
"1735",30,6,1,1,66,5034848,2,223.173
"1736",18,16,13,2,66,5043236,3,222.167
"1737",4,4,5,3,66,5051199,5,221.724
"1738",14,1,4,4,66,5054079,8,220.853
"1739",31,3,2,5,66,5057903,7,221.185
"1740",17,19,11,6,66,5075956,11,219.895
"1741",42,3,10,7,66,5076804,10,220.77
"1742",11,16,8,8,66,5081690,9,220.773
"1743",21,15,14,9,66,5101950,15,217.708
"1744",32,19,12,10,66,5103426,13,219.42
"1745",15,4,6,11,66,5105106,6,221.364
"1746",22,6,7,12,66,5108100,12,219.66
"1755",30,6,1,1,70,5726131,1,199.461
"1756",22,6,2,2,70,5730827,2,199.103
"1757",4,4,5,3,70,5770730,3,196.469
"1758",31,3,7,4,70,5788744,7,195.398
"1759",18,16,4,5,70,5793570,4,196.103
"1775",8,1,10,1,44,5555274,1,238.931
"1776",30,6,2,2,44,5558406,2,238.036
"1777",22,6,6,3,44,5559645,3,237.669
"1778",13,15,8,4,44,5567778,13,233.345
"1779",21,15,5,5,44,5569378,9,235.238
"1780",32,19,13,6,44,5569888,11,233.595
"1781",14,1,4,7,44,5573244,7,235.633
"1782",44,7,9,8,44,5573967,14,233.04
"1783",15,4,1,9,44,5577389,5,237.148
"1795",22,6,1,1,53,4518448,1,257.32
"1796",30,6,3,2,53,4519795,2,256.324
"1797",18,16,6,3,53,4528645,6,252.262
"1798",11,16,5,4,53,4533818,5,252.296
"1799",31,3,2,5,53,4550800,10,251.477
"1800",14,1,10,6,53,4551887,9,251.599
"1801",42,3,8,7,53,4552200,3,253.566
"1802",21,15,15,8,53,4553879,4,252.433
"1803",17,19,12,9,53,4575209,12,250.99
"1804",15,4,9,10,53,4584764,7,251.702
"1805",41,7,11,11,53,4600979,14,250.027
"1815",22,6,1,1,56,5352420,2,212.25
"1816",18,16,3,2,56,5353455,4,211.154
"1817",8,1,2,3,56,5353889,3,211.288
"1818",4,4,6,4,56,5384930,10,209.597
"1819",31,3,10,5,56,5397613,5,210.761
"1820",11,16,18,6,56,5407211,8,209.804
"1821",21,15,7,7,56,5417874,7,209.833
"1822",13,15,4,8,56,5432500,6,209.916
"1823",14,1,9,9,56,5433039,11,209.369
"1835",30,6,1,1,53,5066985,2,225.281
"1836",23,3,2,2,53,5081083,3,223.663
"1837",18,16,5,3,53,5086647,7,222.824
"1838",11,16,4,4,53,5098766,5,223.007
"1839",4,4,11,5,53,5104752,12,221.737
"1840",8,1,12,6,53,5106347,10,222.585
"1841",31,3,13,7,53,5122332,6,222.919
"1842",21,15,7,8,53,5123261,8,222.751
"1843",13,15,19,9,53,5156641,4,223.312
"1855",31,3,2,1,71,5281451,1,217.038
"1856",8,1,3,2,71,5282473,2,216.768
"1857",22,6,1,3,71,5305550,3,216.435
"1858",4,4,8,4,71,5329959,9,215.097
"1859",23,3,7,5,71,5331191,5,216.158
"1860",11,16,6,6,71,5331699,7,215.626
"1861",30,6,18,7,71,5332077,4,216.161
"1862",13,15,4,8,71,5343761,8,215.252
"1863",21,15,10,9,71,5345293,6,215.818
"7554",18,23,1,1,58,5655784,3,216.891
"7555",22,23,2,2,58,5656591,14,214.344
"7556",15,7,20,3,58,5657388,10,214.706
"7557",10,7,19,4,58,5660219,6,215.92
"7558",4,4,10,5,58,5660663,9,215.199
"7559",3,3,5,6,58,5661506,1,217.668
"7560",67,5,13,7,58,5661788,16,213.95
"7561",7,5,17,8,58,5662082,17,212.537
"7562",16,10,16,9,58,5662119,11,214.64
"7563",2,2,9,10,58,5662869,5,216.245
"7564",21,10,15,11,58,5663158,12,214.491
"7574",18,23,1,1,31,4252092,1,206.483
"7575",2,2,10,2,31,4274814,10,201.392
"7576",10,7,3,3,31,4275605,16,200.74
"7577",15,7,2,4,31,4298265,3,204.473
"7578",22,23,8,5,31,4299452,2,204.698
"7579",17,9,5,6,31,4304425,5,204.304
"7580",1,1,12,7,31,4312825,11,201.276
"7581",3,3,4,8,31,4323668,4,204.459
"7582",13,6,16,9,31,4329024,13,201.055
"7583",7,5,15,10,31,4354256,12,201.072
"7594",20,9,1,1,56,7063485,2,174.235
"7595",17,9,3,2,56,7074455,4,173.69
"7596",18,23,5,3,56,7108460,6,172.825
"7597",22,23,4,4,56,7127189,1,174.289
"7598",5,1,12,5,56,7128587,10,171.361
"7599",1,1,9,6,56,7135351,12,171.138
"7600",10,7,19,7,56,7137961,3,174.117
"7601",67,5,10,8,56,7139924,11,171.25
"7602",4,4,2,9,56,7147794,9,171.413
"7603",8,6,8,10,56,7155235,15,170.054
"7604",7,5,15,11,56,7157641,5,172.934
"7605",2,2,11,12,56,7159319,7,171.898
"7606",9,2,17,13,56,7170338,14,170.122
"7614",18,23,4,1,57,5508182,3,205.979
"7615",20,9,3,2,57,5515369,4,205.614
"7616",15,7,1,3,57,5517352,1,206.049
"7617",1,1,5,4,57,5530278,6,205.269
"7618",22,23,6,5,57,5545961,5,205.3
"7619",8,6,10,6,57,5550239,11,204.016
"7620",10,7,2,7,57,5551062,2,206.01
"7621",4,4,7,8,57,5560957,14,203.539
"7622",3,3,9,9,57,5566380,15,203.339
"7623",12,4,15,10,57,5573331,10,204.138
"7624",17,9,18,11,57,5575823,8,204.73
"7625",5,1,11,12,57,5586006,12,203.969
"7626",7,5,20,13,57,5586987,9,204.205
"7634",18,23,1,1,66,5839202,2,202.149
"7635",22,23,3,2,66,5852258,1,202.484
"7636",17,9,5,3,66,5853126,5,201.631
"7637",20,9,2,4,66,5858143,4,201.684
"7638",4,4,8,5,66,5882368,6,200.887
"7639",13,6,4,6,66,5890029,3,201.687
"7640",2,2,13,7,66,5891514,10,199.79
"7641",3,3,9,8,66,5904413,7,200.404
"7654",18,23,1,1,78,6044282,2,159.914
"7655",22,23,3,2,78,6051948,7,158.868
"7656",8,6,2,3,78,6057724,5,159.507
"7657",13,6,5,4,78,6059392,1,159.991
"7658",17,9,8,5,78,6060012,3,159.636
"7659",3,3,6,6,78,6077868,9,158.686
"7660",4,4,9,7,78,6082121,4,159.53
"7661",7,5,14,8,78,6107424,13,157.84
"7662",21,10,13,9,78,6109322,16,157.343
"7674",18,23,2,1,58,5184848,1,219.422
"7675",17,9,4,2,58,5191562,3,218.847
"7676",20,9,1,3,58,5192309,2,219.314
"7677",15,7,5,4,58,5212691,4,218.7
"7678",3,3,9,5,58,5216387,11,217.823
"7679",13,6,7,6,58,5224844,9,217.936
"7680",9,2,10,7,58,5231095,7,218.352
"7681",10,7,13,8,58,5231807,5,218.663
"7682",8,6,6,9,58,5235094,8,218.221
"7683",4,4,8,10,58,5247268,13,217.411
"7684",2,2,11,11,58,5249175,10,217.842
"7685",6,3,12,12,58,5251224,6,218.402
"7686",1,1,16,13,58,5265302,15,216.986
"7694",20,9,1,1,60,4969328,1,229.238
"7695",17,9,3,2,60,4984516,2,228.728
"7696",22,23,2,3,60,5010503,5,227.285
"7697",13,6,11,4,60,5014371,6,227.062
"7698",3,3,7,5,60,5015243,3,228.336
"7699",18,23,6,6,60,5015613,4,227.956
"7700",15,7,4,7,60,5037635,9,226.237
"7701",8,6,9,8,60,5038950,7,226.653
"7702",10,7,8,9,60,5039151,8,226.611
"7703",21,10,16,10,60,5040850,10,226.226
"7704",6,3,5,11,60,5043351,11,226.129
"7714",17,9,1,1,60,5803310,3,197.151
"7715",20,9,4,2,60,5812562,4,196.97
"7716",13,6,8,3,60,5819216,8,196.201
"7717",3,3,15,4,60,5824409,7,196.315
"7718",18,23,3,5,60,5826919,6,196.63
"7719",22,23,2,6,60,5827778,11,195.749
"7720",4,4,12,7,60,5828198,1,198.498
"7721",5,1,6,8,60,5862002,17,194.011
"7722",10,7,20,9,60,5864767,16,194.327
"7723",2,2,11,10,60,5865235,10,195.991
"7724",21,10,18,11,60,5865637,13,194.465
"7725",6,3,13,12,60,5866186,5,196.659
"7726",12,4,10,13,60,5871638,12,195.337
"7727",9,2,16,14,60,5872865,9,196.037
"7728",16,10,7,15,60,5875251,14,194.333
"7729",67,5,17,16,60,5893535,19,192.49
"7730",15,7,14,17,60,5894280,2,197.885
"7734",1,1,4,1,70,5903876,4,191.219
"7735",8,6,7,2,70,5915405,2,191.323
"7736",17,9,3,3,70,5920762,1,192.498
"7737",3,3,5,4,70,5930843,3,191.245
"7738",5,1,6,5,70,5938268,8,190.115
"7739",10,7,13,6,70,5939113,5,191.157
"7740",18,23,8,7,70,5958964,6,190.694
"7741",15,7,11,8,70,5972048,13,189.423
"7742",6,3,9,9,70,5972650,11,189.608
"7743",22,23,12,10,70,5973132,9,189.964
"7744",2,2,15,11,70,5974488,14,189.375
"7745",12,4,14,12,70,5975388,15,189.067
"7746",9,2,18,13,70,5977922,12,189.507
"7754",22,23,3,1,57,5751289,3,197.074
"7755",1,1,1,2,57,5753647,4,196.943
"7756",8,6,6,3,57,5767283,5,196.643
"7757",5,1,2,4,57,5771321,7,196.378
"7758",3,3,7,5,57,5772159,6,196.401
"7759",4,4,8,6,57,5779033,10,196.076
"7760",18,23,5,7,57,5786202,2,197.305
"7761",9,2,10,8,57,5787956,8,196.312
"7762",17,9,9,9,57,5796199,11,196.009
"7763",16,10,12,10,57,5799224,12,195.824
"7764",2,2,11,11,57,5800111,13,195.663
"7765",21,10,16,12,57,5814903,17,194.867
"7766",15,7,18,13,57,5815816,15,195.199
"7767",10,7,13,14,57,5837808,1,197.687
"7768",154,4,14,15,57,5843063,9,196.206
"7774",8,6,6,1,44,5030995,4,234.173
"7775",21,10,1,2,44,5031934,6,234.036
"7776",20,9,8,3,44,5034870,1,235.07
"7777",9,2,5,4,44,5040961,3,234.195
"7778",2,2,3,5,44,5042271,2,234.834
"7779",5,1,15,6,44,5063758,13,232.716
"7780",22,23,4,7,44,5066456,12,232.912
"7781",3,3,10,8,44,5067203,8,233.973
"7782",17,9,9,9,44,5067954,9,233.936
"7783",10,7,7,10,44,5072485,5,234.038
"7784",16,10,11,11,44,5073631,10,233.771
"7785",67,5,16,12,44,5077101,7,233.98
"7786",6,3,18,13,44,5085236,11,233.024
"7787",69,6,20,14,44,5133172,15,229.633
"7794",22,23,5,1,53,4581706,5,245.445
"7795",18,23,6,2,53,4584572,4,245.538
"7796",8,6,3,3,53,4612370,2,246.042
"7797",16,10,2,4,53,4612837,1,246.106
"7798",4,4,8,5,53,4640888,8,244.777
"7799",5,1,4,6,53,4642399,6,245.036
"7800",2,2,15,7,53,4664118,9,243.95
"7801",20,9,9,8,53,4667113,7,244.791
"7802",21,6,14,9,53,4668562,10,243.921
"7803",6,3,17,10,53,4743869,16,242.565
"7804",10,7,16,11,53,4745631,14,243.201
"7814",1,1,1,1,61,6966337,2,168.561
"7815",10,7,6,2,61,6975971,6,168.482
"7816",4,4,5,3,61,6982961,1,168.725
"7817",20,9,2,4,61,6986958,7,168.479
"7818",18,23,11,5,61,6996352,4,168.524
"7819",22,23,9,6,61,6998195,8,168.168
"7820",5,1,8,7,61,7002494,11,167.114
"7821",9,2,7,8,61,7021391,10,167.784
"7822",6,3,10,9,61,7022391,13,166.98
"7823",8,6,12,10,61,7025229,5,168.49
"7824",3,3,3,11,61,7026114,3,168.55
"7825",15,7,14,12,61,7039346,9,167.831
"7826",21,6,17,13,61,7046227,14,166.91
"7827",24,10,19,14,61,7059839,15,166.249
"7834",20,9,1,1,53,5300443,2,225.826
"7835",15,7,2,2,53,5305320,4,224.42
"7836",1,1,3,3,53,5306915,6,224.162
"7837",8,6,5,4,53,5308383,3,224.789
"7838",3,3,7,5,53,5309236,9,223.358
"7839",2,2,4,6,53,5309952,10,223.346
"7840",22,23,6,7,53,5311084,13,222.608
"7841",18,23,10,8,53,5311917,5,224.182
"7842",9,2,9,9,53,5312220,7,223.982
"7843",4,4,16,10,53,5313508,14,222.523
"7844",5,1,11,11,53,5314178,12,222.867
"7845",21,6,14,12,53,5315039,8,223.635
"7846",16,10,8,13,53,5315402,11,223.184
"7847",24,10,18,14,53,5316177,16,221.702
"7848",6,3,15,15,53,5318416,18,220.558
"7854",17,9,2,1,71,5543081,1,210.386
"7855",9,2,8,2,71,5550707,4,209.188
"7856",1,1,17,3,71,5562025,6,208.654
"7857",20,9,15,4,71,5562733,2,209.939
"7858",18,23,14,5,71,5572086,7,208.631
"7859",8,6,5,6,71,5576421,9,208.058
"7860",67,5,6,7,71,5579072,10,208.044
"7861",22,23,1,8,71,5588535,3,209.768
"7862",5,1,16,9,71,5591580,5,208.772
"7863",155,7,11,10,71,5606405,11,207.729
"7864",21,6,19,11,71,5613746,14,207.022
"7865",24,10,20,12,71,5614469,16,206.859
"16067",20,9,2,1,55,5643414,1,199.387
"16068",17,9,3,2,55,5661271,5,198.808
"16069",18,23,5,3,55,5661881,6,198.668
"16070",22,23,4,4,55,5666149,4,199.05
"16071",2,2,8,5,55,5669667,7,198.609
"16072",155,7,12,6,55,5671757,11,198.398
"16073",15,7,6,7,55,5677780,8,198.508
"16074",67,5,10,8,55,5684708,2,199.294
"16075",3,3,9,9,55,5689355,15,197.97
"16076",9,2,7,10,55,5691594,14,198.113
"16077",5,1,18,11,55,5696212,18,197.346
"16078",8,6,11,12,55,5697731,12,198.272
"16079",6,3,13,13,55,5703253,9,198.447
"16080",4,4,15,14,55,5713101,10,198.441
"16081",24,10,16,15,55,5737864,17,197.422
"20323",4,6,3,1,49,5960396,1,191.706
"20324",13,6,2,2,49,5976495,5,189.392
"20325",1,1,4,3,49,5983578,4,189.665
"20326",20,9,1,4,49,5999195,12,188.627
"20327",3,131,5,5,49,6000609,13,188.599
"20328",30,131,7,6,49,6004559,11,188.649
"20329",18,1,8,7,49,6005676,9,189.017
"20330",17,9,6,8,49,6006756,3,189.781
"20331",24,10,12,9,49,6013404,7,189.118
"20332",22,3,11,10,49,6022885,6,189.233
"20333",9,4,9,11,49,6029489,14,188.226
"20334",16,10,10,12,49,6043354,2,189.93
"20335",153,5,18,13,49,6053052,8,189.026
"20347",18,1,4,1,58,5616531,6,213.804
"20348",9,4,9,2,58,5628565,8,213.138
"20349",13,6,5,3,58,5631019,7,213.216
"20350",4,6,3,4,58,5632835,10,212.812
"20351",3,131,6,5,58,5633214,2,215.742
"20352",1,1,11,6,58,5646429,3,215.7
"20353",24,10,13,7,58,5676378,9,212.865
"20354",22,3,8,8,58,5677067,5,213.998
"20355",17,9,2,9,58,5683850,1,216.061
"20356",30,131,7,10,58,5685922,4,214.058
"20357",153,5,17,11,58,5687832,11,212.798
"20358",37,15,14,12,58,5690615,12,210.745
"20371",20,9,3,1,56,5628412,6,204.009
"20372",17,9,1,2,56,5633261,1,205.605
"20373",3,131,2,3,56,5641916,8,203.352
"20374",9,4,6,4,56,5647001,7,203.466
"20375",16,10,4,5,56,5649471,9,203.288
"20376",1,1,20,6,56,5651883,4,204.151
"20377",13,6,21,7,56,5655480,5,204.07
"20378",18,1,17,8,56,5666330,10,202.584
"20379",153,5,14,9,56,5699014,13,200.572
"20380",807,3,5,10,56,5701811,11,201.311
"20381",67,5,13,11,56,5707350,3,204.433
"20395",18,1,5,1,56,6402163,4,190.731
"20396",1,1,6,2,56,6403693,1,192.273
"20397",3,131,4,3,56,6411647,5,190.068
"20398",4,6,3,4,56,6414032,9,188.445
"20399",9,4,8,5,56,6424376,6,189.362
"20400",20,9,1,6,56,6435473,2,191.715
"20401",808,4,14,7,56,6449763,8,189.05
"20402",17,9,2,8,56,6454335,3,191.246
"20403",13,6,7,9,56,6459959,13,187.616
"20404",30,131,9,10,56,6463912,10,188.149
"20405",16,10,10,11,56,6465037,11,188.03
"20406",22,3,11,12,56,6465828,14,185.901
"20407",153,5,12,13,56,6473579,7,189.134
"20419",17,9,1,1,66,5744101,2,197.552
"20420",4,6,4,2,66,5768166,3,197.51
"20421",20,9,2,3,66,5795439,5,196.745
"20422",30,131,6,4,66,5806296,10,195.933
"20423",18,1,5,5,66,5807829,4,196.768
"20424",13,6,9,6,66,5809868,9,196.006
"20425",16,10,11,7,66,5817042,13,195.212
"20426",9,4,7,8,66,5817778,7,196.077
"20443",17,9,1,1,78,6613355,2,159.643
"20444",20,9,3,2,78,6613803,1,159.91
"20445",9,4,2,3,78,6615030,3,159.568
"20446",13,6,4,4,78,6616021,4,159.251
"20447",1,1,5,5,78,6617718,10,157.755
"20448",4,6,24,6,78,6619696,6,158.408
"20449",3,131,6,7,78,6620006,7,158.295
"20450",16,10,12,8,78,6620325,8,158.287
"20451",24,10,10,9,78,6620660,9,157.915
"20452",67,5,13,10,78,6621554,13,157.19
"20453",153,5,17,11,78,6622490,11,157.421
"20454",30,131,7,12,78,6619067,5,159.089
"20467",1,1,2,1,58,5327620,12,213.342
"20468",18,1,4,2,58,5330265,7,213.769
"20469",17,9,1,3,58,5351905,2,215.447
"20470",30,131,5,4,58,5358730,6,213.971
"20471",3,131,6,5,58,5359886,9,213.574
"20472",9,4,7,6,58,5360444,4,214.521
"20473",13,6,8,7,58,5364255,10,213.529
"20474",4,6,12,8,58,5374164,11,213.493
"20475",16,10,11,9,58,5376649,8,213.617
"20476",155,15,10,10,58,5393270,16,211.426
"20477",37,15,13,11,58,5393564,14,212.525
"20478",153,5,16,12,58,5395420,3,214.628
"20491",1,1,1,1,70,5633456,2,201.778
"20492",18,1,4,2,70,5635710,4,200.906
"20493",4,6,3,3,70,5642670,6,200.744
"20494",20,9,2,4,70,5671273,8,200.206
"20495",17,9,7,5,70,5672747,5,200.895
"20496",3,131,10,6,70,5689540,3,201.711
"20497",9,4,8,7,70,5690756,1,203.965
"20515",20,9,1,1,57,6029571,3,196.774
"20516",1,1,3,2,57,6034613,4,196.744
"20517",18,1,7,3,57,6042229,1,197.521
"20518",22,3,9,4,57,6055198,5,196.085
"20519",9,4,6,5,57,6056693,7,195.981
"20520",16,10,13,6,57,6059739,8,195.469
"20521",155,15,18,7,57,6060536,6,196.03
"20522",4,6,4,8,57,6062380,10,195.3
"20523",67,5,11,9,57,6065870,11,194.92
"20524",3,131,12,10,57,6073953,9,195.322
"20525",13,6,5,11,57,6076192,13,194.679
"20526",37,15,16,12,57,6076985,16,194.248
"20527",153,5,17,13,57,6077810,15,194.448
"20528",808,4,10,14,57,6077858,12,194.889
"20529",30,131,15,15,57,6078397,2,197.118
"20530",24,10,14,16,57,6080461,14,194.49
"20539",17,9,2,1,52,5078200,4,229.608
"20540",1,1,4,2,52,5079560,6,228.633
"20541",3,131,5,3,52,5099507,7,228.156
"20542",18,1,14,4,52,5100186,9,228.031
"20543",22,3,8,5,52,5109656,11,226.54
"20544",155,15,12,6,52,5110371,10,226.678
"20545",20,9,1,7,52,5114934,3,230.6
"20546",16,10,11,8,52,5119132,16,224.806
"20547",30,131,10,9,52,5119799,15,225.203
"20548",807,3,13,10,52,5120212,13,225.639
"20549",24,10,20,11,52,5120659,14,225.569
"20550",67,5,16,12,52,5125827,8,228.087
"20551",808,4,15,13,52,5137574,5,229.311
"20552",4,6,3,14,52,5140585,1,233.373
"20553",13,6,7,15,52,5145689,2,231.407
"20563",4,6,2,1,67,5258864,2,217.005
"20564",13,6,3,2,67,5263060,3,216.386
"20565",20,9,1,3,67,5263985,1,217.166
"20566",1,1,6,4,67,5285760,5,215.238
"20567",18,1,5,5,67,5288346,4,215.385
"20568",17,9,4,6,67,5302470,9,214.747
"20587",17,9,2,1,70,6065571,2,190.821
"20588",4,6,3,2,70,6083392,4,189.573
"20589",20,9,1,3,70,6084823,1,191.491
"20590",13,6,4,4,70,6093045,5,189.269
"20591",808,4,7,5,70,6138763,6,188.207
"20592",807,3,10,6,70,6142294,7,187.302
"20611",1,1,2,1,44,5344268,1,231.178
"20612",17,9,1,2,44,5345839,2,230.489
"20613",9,4,3,3,44,5347761,3,229.624
"20614",13,6,6,4,44,5352532,4,228.99
"20615",16,10,8,5,44,5353362,5,228.232
"20616",3,131,14,6,44,5356627,10,225.757
"20617",30,131,21,7,44,5359816,13,225.301
"20618",155,15,17,8,44,5360946,11,225.634
"20619",808,4,23,9,44,5368119,7,226.799
"20620",24,10,12,10,44,5379099,14,224.593
"20621",37,15,24,11,44,5380287,15,224.054
"20622",67,5,16,12,44,5384163,17,223.203
"20623",153,5,11,13,44,5393725,9,225.984
"20635",4,6,1,1,53,4584572,1,247.861
"20636",18,1,2,2,53,4587510,8,246.516
"20637",13,6,3,3,53,4588795,6,246.583
"20638",20,9,6,4,53,4612768,4,246.822
"20639",3,131,7,5,53,4614514,3,246.828
"20640",17,9,4,6,53,4615848,2,247.452
"20641",807,3,8,7,53,4617384,7,246.58
"20642",9,4,9,8,53,4618600,5,246.627
"20643",30,131,12,9,53,4629520,11,245.503
"20644",22,3,10,10,53,4648785,14,244.662
"20645",67,5,14,11,53,4649628,13,244.705
"20646",24,10,19,12,53,4650678,12,245.056
"20647",808,4,20,13,53,4663491,9,246.382
"20659",4,6,1,1,61,7073579,1,169.137
"20660",20,9,2,2,61,7073872,2,168.879
"20661",17,9,5,3,61,7102720,5,166.47
"20662",18,1,4,4,61,7103963,7,166.462
"20663",3,131,7,5,61,7122973,8,165.837
"20664",22,3,6,6,61,7129680,9,165.522
"20665",9,4,8,7,61,7160138,3,167.157
"20666",13,6,24,8,61,7186876,12,162.945
"20667",16,10,15,9,61,7195995,15,162.374
"20668",807,3,17,10,61,7206370,13,162.751
"20683",20,9,1,1,53,5427323,3,223.219
"20684",17,9,2,2,53,5428228,1,223.647
"20685",4,6,4,3,53,5430044,4,222.815
"20686",18,1,5,4,53,5440845,2,223.515
"20687",1,1,8,5,53,5466918,9,219.633
"20688",30,131,10,6,53,5487256,7,220.395
"20689",155,15,14,7,53,5491361,6,221.251
"20690",2,15,11,8,53,5496971,10,218.854
"20691",22,3,7,9,53,5498169,11,218.68
"20692",67,5,18,10,53,5500129,8,219.786
"20707",4,6,3,1,55,10100810,1,183.335
"20708",1,1,4,2,55,10115809,3,183.048
"20709",13,6,6,3,55,10131678,4,182.928
"20710",30,131,9,4,55,10140498,8,180.748
"20711",9,4,8,5,55,10148544,7,181.122
"20712",24,10,17,6,55,10154381,5,181.501
"20713",22,3,10,7,55,10170067,6,181.187
"20714",155,15,12,8,55,10178699,14,178.748
"20715",2,15,13,9,55,10180917,15,178.469
"20716",807,3,11,10,55,10181661,10,180.511
"20717",153,5,15,11,55,10184956,9,180.543
"20718",18,1,7,12,55,10190749,11,180.171
"20731",20,9,2,1,71,5591803,6,208.828
"20732",17,9,3,2,71,5596046,4,209.493
"20733",4,6,5,3,71,5598610,2,210.038
"20734",1,1,4,4,71,5606437,1,210.049
"20735",18,1,11,5,71,5607396,3,209.819
"20736",3,131,13,6,71,5627123,5,209.107
